Date,Open,High,Low,Close,Volume
12/19/2019,950.61,955.85,946.74,952.26,222467240
12/18/2019,951.52,954.18,949.86,951.13,323407180
12/17/2019,962.49,962.79,954.03,954.03,280853503
12/16/2019,966,966,960.39,961.47,278437940
12/13/2019,969.43,971.84,965.93,966.18,219156032
12/12/2019,963.39,968.39,962.72,968.17,218749302
12/11/2019,960.59,961.78,954.56,961.78,216475104
12/10/2019,965.92,966.58,955.14,960.3,242725192
12/9/2019,963.91,967.57,962.59,966.06,273262818
12/6/2019,962.38,965.41,960.99,963.56,171819421
12/5/2019,969,969.53,962.16,963.27,194538257
12/4/2019,952.51,965.9,950.13,965.9,210095558
12/3/2019,957.4,960.82,950.96,953.43,264937828
12/2/2019,971.42,972.91,958.3,959.31,210999350
11/29/2019,971.1,972.89,968.03,970.75,167266555
11/28/2019,977.66,979.17,967.68,970.39,191263808
11/27/2019,978.98,982.76,978.17,978.17,197964033
11/26/2019,976.35,981.96,976.35,976.79,192498156
11/25/2019,977.85,979.6,971.24,976.35,189316343
11/22/2019,992.73,993.7,971.03,977.78,230361034
11/21/2019,999.37,999.63,987.89,987.89,215011817
11/20/2019,1009.21,1009.21,1000.56,1000.56,210309868
11/19/2019,1002.89,1008.35,1001.35,1008.35,232356619
11/18/2019,1010.03,1012.09,1002.63,1002.91,184310829
11/15/2019,1012.93,1015.16,1005.1,1010.03,212329658
11/14/2019,1013.85,1016.71,1010.6,1012.3,209404256
11/13/2019,1019.07,1020.09,1010.8,1012.77,286967681
11/12/2019,1016.97,1021.84,1015.97,1018.33,223157118
11/11/2019,1023.32,1024.77,1016.35,1016.75,210430901
11/8/2019,1026.98,1027.39,1021.11,1022.49,181366818
11/7/2019,1023.49,1028.45,1022.61,1024.03,193394230
11/6/2019,1023.43,1028.97,1023.42,1024.91,225000552
11/5/2019,1022.77,1026.53,1021.63,1024.34,199371766
11/4/2019,1019,1023.92,1015.86,1022.43,232788487
11/1/2019,998.82,1015.88,998.82,1015.59,241335507
10/31/2019,1000.89,1004.4,998.58,998.82,218981651
10/30/2019,996.83,1003.4,994.86,1000.89,181192547
10/29/2019,997.77,999.88,995.87,995.87,249477530
10/28/2019,998.27,999.94,996.48,996.48,183756571
10/25/2019,993.91,996.67,992.91,996.57,173486528
10/24/2019,988.85,993.6,987.65,993.6,160032080
10/23/2019,987.04,989.61,985.52,987.79,179021348
10/22/2019,983.52,987.59,983.52,987.19,231647637
10/21/2019,988.18,988.82,983.56,983.56,200325507
10/18/2019,992,993.03,988.41,989.2,174424315
10/17/2019,995.04,995.81,989.82,989.82,191550366
10/16/2019,995.75,997.41,993.42,994.46,188131369
10/15/2019,993.55,994.75,990.74,993.05,179970114
10/14/2019,994.61,997.25,992.5,993.57,193975692
10/11/2019,988.57,991.84,987.62,991.84,168611835
10/10/2019,988.81,990.89,986.93,987.38,182977754
10/9/2019,987.82,992,986.74,987.83,182539423
10/8/2019,983.62,988.51,981.89,988.22,178375371
10/7/2019,989.45,990.34,983.09,983.09,181618007
10/4/2019,993.69,994.81,987.59,987.59,205009000
10/3/2019,985.65,992.45,983.35,992.45,193597117
10/2/2019,999.18,1000.93,989.63,991.19,178783975
10/1/2019,997.87,999.72,996.2,999.59,210254423
9/30/2019,999.92,1004.17,996.51,996.56,176215055
9/27/2019,992.26,998.34,991.5,997.84,180737057
9/26/2019,988.7,991.66,986.35,990.75,152560016
9/25/2019,985.96,989.18,983.06,987.3,171566161
9/24/2019,986.33,991.36,984.94,988.13,165040016
9/23/2019,991.75,993.98,985.75,985.75,207504798
9/20/2019,997.6,998.56,990.36,990.36,203600240
9/19/2019,995.49,997.2,990.55,997.1,186921508
9/18/2019,995.75,998.4,993.94,995.15,191036390
9/17/2019,990.06,996.74,986.96,996.74,231436058
9/16/2019,987.07,992.6,986.72,989.86,187151712
9/13/2019,976.07,987.22,975.95,987.22,189231330
9/12/2019,972.39,976.07,972.31,976.07,141321199
9/11/2019,969.59,973.13,967.14,969.31,154513898
9/10/2019,974.62,977.44,968.36,970.26,161444710
9/9/2019,974.53,975.03,972.47,974.12,155334471
9/6/2019,977.83,978.73,973.87,974.08,161159116
9/5/2019,979.83,981.67,976.79,976.79,159540011
9/4/2019,977.97,979.91,973.37,977.63,157392889
9/3/2019,984.79,985.21,978.62,979.36,186474608
8/30/2019,980.25,984.87,980.25,984.06,143163513
8/29/2019,978.17,978.78,973.34,978.59,138392454
8/28/2019,977.1,981.35,977.1,977.26,147213987
8/27/2019,986.33,988.49,976.79,976.79,199812049
8/26/2019,983.8,984.61,977,982.88,189790404
8/23/2019,998.21,998.21,990.83,992.45,162568195
8/22/2019,996.41,998.67,993.23,997.26,152998950
8/21/2019,984.36,995.44,983.3,994.38,201557493
8/20/2019,983.94,985.35,981.75,984.67,177939733
8/19/2019,984.04,985.48,979.17,981.03,158090188
8/16/2019,974.88,985.61,974.88,980,198006180
8/15/2019,958.05,979.38,955.76,979.38,182910290
8/14/2019,975.88,975.99,968.91,968.91,151487620
8/13/2019,972.7,973.09,964.03,966.83,181502531
8/12/2019,975.38,977.63,973.22,975.31,174552398
8/9/2019,976.41,978.69,974.33,974.34,192308389
8/8/2019,965.93,975.83,964.21,975.24,219237176
8/7/2019,967.18,971.96,961.64,965.93,219152689
8/6/2019,960.29,966.15,958.39,964.61,210927032
8/5/2019,988.6,988.99,973.15,973.15,195934349
8/2/2019,987.55,991.39,985.69,991.1,186787994
8/1/2019,993.25,997.39,990.88,997.39,222655794
7/31/2019,986,993.4,982.64,991.66,172875572
7/30/2019,1001.46,1002.77,986.02,986.02,154322082
7/29/2019,994.23,997.94,988.29,997.94,147824940
7/26/2019,994.8,998.52,992.97,993.35,152405215
7/25/2019,986.85,997.49,986.85,994.95,171789317
7/24/2019,993.01,994.85,986.34,988.41,169642412
7/23/2019,981.38,990.45,980.22,989.46,184831147
7/22/2019,981.17,985.13,980.08,982.04,164371830
7/19/2019,978.12,986.12,978.12,982.34,170265297
7/18/2019,979.16,979.49,975.01,976.05,139846186
7/17/2019,981.49,985.59,979.05,982.57,170388762
7/16/2019,975.05,982.11,975.05,982.11,174668213
7/15/2019,975.57,975.66,970.93,972.53,150551123
7/12/2019,980.11,982.1,974.32,975.4,157305753
7/11/2019,976.95,980.02,975.03,978.63,161663227
7/10/2019,971.19,974.96,971.19,973.65,154564111
7/9/2019,965.24,969.05,963.05,969.05,169482118
7/8/2019,972.83,972.83,963.84,966.35,165879438
7/5/2019,973.04,975.34,970.16,975.34,137917326
7/4/2019,961.78,973.04,961.65,973.04,189897829
7/3/2019,960.44,961.67,956.91,960.39,136594431
7/2/2019,964.77,966.76,959.8,961.98,138217098
7/1/2019,958.92,965.61,957.66,965.61,166445420
6/28/2019,944.53,949.94,939.12,949.94,182625355
6/27/2019,959.48,959.48,943.11,943.11,159030321
6/26/2019,960.13,962.7,958.38,959.13,252317209
6/25/2019,961.19,963.23,960.06,960.13,164347956
6/24/2019,960.29,967.11,959.8,962.85,150298672
6/21/2019,962.69,964.52,959.12,959.2,206137401
6/20/2019,949.48,962.33,948.97,959.18,185490163
6/19/2019,948.92,950.04,946.83,949.69,147358054
6/18/2019,945.73,947.3,938.95,944.01,166941576
6/17/2019,953.97,955.18,944.47,946.95,174370028
6/14/2019,948.65,954.7,948.65,953.61,155879414
6/13/2019,951.26,952.06,946.29,950.08,142809278
6/12/2019,960.6,960.6,953.83,954.17,138109792
6/11/2019,962.43,964.81,959.98,962.07,136379184
6/10/2019,963.78,966.9,958.6,962.9,154897649
6/7/2019,951.64,958.28,950.94,958.28,148035457
6/6/2019,951.41,951.41,939.35,948.21,125898646
6/5/2019,955.8,958.39,951.39,951.41,131580929
6/4/2019,945.62,951.42,943.21,951.16,162399806
6/3/2019,953.58,955.78,940.28,946.47,184656555
5/31/2019,968.53,969.94,959.88,959.88,136533300
5/30/2019,971.01,974.56,967.21,969.34,159992984
5/29/2019,973.31,974.96,969.55,971.54,145310081
5/28/2019,977.02,978.8,969.51,972,148990818
5/27/2019,970.73,975.4,970.41,975.14,138466161
5/24/2019,976.59,983.14,970.03,970.03,168342667
5/23/2019,982,984.57,977.17,982.71,160088537
5/22/2019,986.66,992.26,982.68,983.78,174957249
5/21/2019,989.67,992.84,986.07,986.29,206555753
5/20/2019,975.95,987.13,974.47,987.13,153160381
5/17/2019,977.85,980.04,974.91,976.48,135086288
5/16/2019,976.96,981.22,975.69,975.69,170217007
5/15/2019,967.95,977.65,967.95,975.64,188852552
5/14/2019,952.13,965.34,952.13,965.34,158178130
5/13/2019,952.11,958.54,951.76,958.54,232040196
5/10/2019,950.37,953.92,947.85,952.55,131033332
5/9/2019,950.66,953.66,944.91,947.01,181397532
5/8/2019,950.1,953.88,947.86,951.22,143297841
5/7/2019,961.31,965.61,955.42,957.56,145340252
5/6/2019,964.37,964.89,955.41,957.97,155652352
5/3/2019,976.77,977.13,971.75,974.14,148565859
5/2/2019,978.81,979.93,975.51,978.5,152161692
4/26/2019,972.86,979.64,970.73,979.64,118539754
4/25/2019,976.46,976.46,971.92,974.13,149114784
4/24/2019,969.66,978.71,969.66,976.92,134071764
4/23/2019,964.84,970.98,964.35,968,154887616
4/22/2019,963.78,966.69,959.33,965.86,216344286
4/19/2019,968.27,971.73,965.46,966.21,106976093
4/18/2019,969.5,973.73,962.05,962.3,160385083
4/17/2019,977.17,980.71,972.1,972.1,186723702
4/16/2019,970.87,978.53,963.06,977.17,150022285
4/12/2019,984.66,984.69,980.26,982.9,153833982
4/11/2019,984.46,985.95,981.06,985.95,129478607
4/10/2019,984.79,987.27,976.83,981.91,159912943
4/9/2019,999.89,1000.02,987.82,988.48,165183690
4/8/2019,989.26,997.56,989.26,997.56,163686969
4/5/2019,986.91,990.38,986.39,989.26,189284916
4/4/2019,987.47,989.08,982.94,986.91,165304651
4/3/2019,984.74,985.26,980.3,984.46,216942376
4/2/2019,994.87,996.41,985.48,985.81,236019331
4/1/2019,980.76,988.53,980.76,988.53,188617709
3/29/2019,985.35,988.24,980.76,980.76,173909362
3/28/2019,973.44,983.18,972.6,982.98,217066587
3/27/2019,976.67,979.32,972.25,975.91,159937977
3/26/2019,970.07,978.99,966.9,969.79,175420353
3/25/2019,976.53,976.53,964.76,970.07,245780643
3/22/2019,984.9,990.07,981.3,988.71,206928848
3/21/2019,1005.12,1006.37,981.78,981.78,200032149
3/20/2019,1002.86,1003.25,992.02,1002.3,300086542
3/19/2019,1013.75,1014.51,1004.22,1006.59,236585464
3/18/2019,1004.12,1013.29,1004.12,1011.86,230552506
3/15/2019,1008.44,1008.44,1001.1,1004.12,250277088
3/14/2019,1006.37,1011.39,1002.09,1008.44,224543056
3/13/2019,1003.75,1009.77,1003.01,1005.41,229381210
3/12/2019,991.14,1001.32,990.46,1001.32,208193816
3/11/2019,982.94,987.11,981.34,984.6,178656512
3/8/2019,987.89,991.98,984.48,985.25,202508653
3/7/2019,995.65,1004.55,994.03,994.03,210694974
3/6/2019,993.01,994.49,985.51,994.49,250924541
3/5/2019,990.08,1000.25,987.92,992.45,297444471
3/4/2019,983.5,994.46,983.33,993.99,235644077
3/1/2019,971.05,980.82,970.54,979.63,170041464
2/28/2019,989.84,990.25,965.47,965.47,224812348
2/27/2019,989.61,994.46,988.09,990.27,258926565
2/26/2019,991.63,996.44,979.24,987.06,251652413
2/25/2019,996.06,999.9,992.72,994.43,227742907
2/22/2019,983.99,993.16,982.86,988.91,215630492
2/21/2019,972.82,987.57,970.31,987.57,178583705
2/20/2019,963.29,972.75,963.29,970.58,170875213
2/19/2019,962.84,971.92,962.81,964.35,231962870
2/18/2019,954.85,961.3,953.32,961.3,194653249
2/15/2019,951.9,955.4,948.26,950.89,160688831
2/14/2019,946.54,953.66,945.99,952.34,181055902
2/13/2019,937.61,945.25,937.34,945.25,215274633
2/12/2019,930.37,938.64,926.98,937.54,188420444
2/11/2019,916.98,926.1,915.86,926.1,124642694
2/1/2019,911.98,912.81,907.52,908.67,140799414
1/31/2019,919.12,920.36,910.38,910.65,138049636
1/30/2019,914.08,917.8,913.48,915.84,139395507
1/29/2019,913.67,915.93,907.09,915.93,121444328
1/28/2019,912.53,913.43,908.9,912.18,133321405
1/25/2019,908.86,911.59,907.96,908.88,117585191
1/24/2019,908.56,910.59,906.59,908.79,110294392
1/23/2019,905.73,910.12,905.12,908.18,129143298
1/22/2019,912.73,913.37,906.55,906.55,152163629
1/21/2019,905.25,911.74,903.09,911.05,165626811
1/18/2019,902.7,906.35,900.64,902.3,140748451
1/17/2019,908.48,909.06,901.89,901.89,133889431
1/16/2019,911.32,912.48,906.39,908.7,164291064
1/15/2019,901.21,909.68,898.92,909.68,127190636
1/14/2019,903.83,903.83,897.18,901.8,143845246
1/11/2019,899.1,904.37,899.1,902.71,131413383
1/10/2019,897.85,899.47,895.17,898.3,130589063
1/9/2019,890.26,897.25,888.61,896.99,160507514
1/8/2019,891.37,891.87,883.67,887.44,112829182
1/7/2019,890.47,896.63,885.3,889.64,127549277
1/4/2019,872.69,881.48,861.85,880.9,136566941
1/3/2019,889.78,892.21,872.12,878.22,156575331
1/2/2019,900.1,900.1,891.1,891.75,111518574
12/28/2018,903.79,903.79,892.54,892.54,175944065
12/27/2018,904.8,906.63,900.81,900.81,151685339
12/26/2018,896.63,899.49,890.86,891.75,139066122
12/25/2018,893.71,897.94,882.17,897.94,250432023
12/24/2018,910.86,916.41,908.56,908.56,158974130
12/21/2018,911.57,915.02,907.88,912.26,199105902
12/20/2018,915.5,921.79,914.18,918.24,146893742
12/19/2018,926.35,927.03,914.55,919.24,186090326
12/18/2018,933.65,933.65,917.03,927.25,175722290
12/17/2018,948.09,948.09,933.65,933.65,255174193
12/14/2018,958.78,960.09,951.04,952.04,200320722
12/13/2018,961.28,966.83,960.1,960.25,171855702
12/12/2018,956.32,961.28,956,961.28,222072730
12/11/2018,955.93,957.97,949.34,954.58,180822462
12/10/2018,955.06,958.25,951.5,955.89,213517557
12/7/2018,956.49,962.39,955.96,958.59,190455199
12/6/2018,957.14,959.59,948.44,954.82,179144300
12/5/2018,950.34,960.87,946.97,957.14,212455408
12/4/2018,952.97,960.44,950.89,958.84,227418617
12/3/2018,937.7,951.59,937.1,951.59,209832073
11/30/2018,924.49,928.92,921.08,926.54,158586729
11/29/2018,934.88,937.75,926.79,926.79,131818344
11/28/2018,923.12,930.2,922.03,930.2,136359851
11/27/2018,925.12,930.37,921.26,923.12,152638543
11/26/2018,915.67,921.96,914.43,921.03,118731800
11/23/2018,923.91,925.84,916.87,917.97,137964997
11/22/2018,924.93,926.15,922.02,924.42,155620677
11/21/2018,909.83,922.56,907.47,922.56,152759373
11/20/2018,909.76,919.02,909.76,919.02,159138294
11/19/2018,902.65,916.06,900.61,916.06,149937993
11/16/2018,901.44,903.21,894.14,898.19,160633421
11/15/2018,901.13,903.83,892.5,897.15,166086037
11/14/2018,904.16,910.58,898.83,900.93,142266472
11/13/2018,904.35,910.2,903.48,905.38,170033982
11/12/2018,909.36,918.99,903.95,918.12,125015804
11/9/2018,921.11,925.31,914.29,914.29,149091978
11/8/2018,928.69,932.86,925.54,926.28,145778413
11/7/2018,922.03,924.6,915.41,922.16,143105471
11/6/2018,931,931.27,921.93,922.05,139120594
11/5/2018,920.87,925.53,915.77,925.53,136548016
11/2/2018,911.35,927.62,910.4,924.86,222362292
11/1/2018,915.52,918.84,905.73,907.96,182192551
10/31/2018,894.23,914.76,894.23,914.76,216192159
10/30/2018,881.32,894.8,880.85,888.69,133316348
10/29/2018,895.05,897.84,884.92,888.82,139992988
10/26/2018,918.11,918.16,900.82,900.82,157343793
10/25/2018,902.59,912.07,885.34,910.17,177771440
10/24/2018,935.25,939.06,922.73,922.73,149346123
10/23/2018,950.12,950.42,925.29,939.68,202937215
10/22/2018,958.36,963.79,953.51,953.51,147531449
10/19/2018,949.94,959.63,945.83,958.36,153569789
10/18/2018,968.93,970.75,962.68,963.47,145459407
10/17/2018,973.14,975.27,969.06,971.6,152274133
10/16/2018,950.36,963.69,950.36,963.37,149132700
10/15/2018,968.8,969.36,951.64,951.64,144306008
10/12/2018,939.2,970.08,933.35,970.08,228890366
10/11/2018,972.21,972.21,938.83,945.89,353532430
10/10/2018,998.66,999.62,991.22,993.96,191361210
10/9/2018,998.7,1001.87,996.19,996.19,202594067
10/8/2018,1003.31,1006.13,996.12,996.12,205515915
10/5/2018,1020.21,1020.77,1008.39,1008.39,294150794
10/4/2018,1024.68,1024.68,1020.4,1023.62,196617595
10/3/2018,1021.08,1024.59,1016.47,1020.4,174390388
10/2/2018,1014.26,1021.51,1013.11,1018.79,358391102
10/1/2018,1019.49,1023.87,1012.88,1012.88,247860461
9/28/2018,1019.34,1020.84,1015.4,1017.13,247221780
9/27/2018,1012.57,1017.78,1010.49,1015.37,207780774
9/26/2018,1008.93,1014.86,1007.44,1009.61,261505904
9/25/2018,1011.94,1014.53,1008.67,1010.74,231984541
9/24/2018,1007.52,1011.29,1007.45,1011.29,186722637
9/21/2018,1006.25,1009.1,1000.39,1002.97,302451875
9/20/2018,995.54,1004.74,995.54,1004.74,204559620
9/19/2018,998.65,1001.83,994.5,995.54,244416646
9/18/2018,983.43,993.49,981.89,993.49,197384973
9/17/2018,990.65,993.83,987.02,987.61,164608814
9/14/2018,987.95,995.55,987.95,991.34,178483588
9/13/2018,987.48,992.96,984.92,987.95,172902357
9/12/2018,990,994.83,987.01,987.01,184153752
9/11/2018,968.41,985.06,967.92,985.06,192817318
9/10/2018,969.74,974.59,968.19,970.34,190671939
9/7/2018,955.5,969.34,955.5,968.9,169771133
9/6/2018,968.37,970.84,957.99,958.19,160383162
9/5/2018,975.05,978.78,964.8,968.44,181148689
9/4/2018,990.79,992.18,975.94,975.94,185941049
8/31/2018,998.55,1003.06,989.54,989.54,186546921
8/30/2018,987.62,998.07,983.43,998.07,186694516
8/29/2018,995.05,995.05,987.47,988.17,176892116
8/28/2018,991.92,995.29,989.81,995.19,176274381
8/27/2018,990.19,994.54,990.03,991.92,189504641
8/24/2018,985.49,989.21,982.88,987.05,180073708
8/23/2018,984.12,989.45,982.48,987.36,146850837
8/22/2018,979.21,986.36,979.21,982.15,204108481
8/21/2018,968.46,979.21,968.45,979.21,200574629
8/20/2018,970.81,973.57,966.46,969.62,180831844
8/17/2018,971.4,975.52,968.88,968.88,151066487
8/16/2018,952.83,964.28,947.09,964.28,174033240
8/15/2018,980.45,982,961.37,961.37,188943225
8/14/2018,979.66,981.42,974.47,978.27,177299762
8/13/2018,966.46,978.04,963.41,978.04,213219091
8/10/2018,962.03,968.47,955.04,968.47,185247020
8/9/2018,968.57,972.52,963.5,963.5,167641038
8/8/2018,958.31,966.27,958.31,966.27,155165106
8/7/2018,957.7,962.02,953.71,956.79,162135792
8/6/2018,960.12,962.99,955.42,960.23,229661927
8/3/2018,957.92,966.1,955.13,959.6,197527447
8/2/2018,952.75,953.55,942.39,953.55,212461313
8/1/2018,957.35,960.05,949.89,952.77,202122008
7/31/2018,948.56,959.07,947.32,956.39,242402537
7/30/2018,940.76,949.73,937.69,949.73,193339222
7/27/2018,931.9,937.23,928.82,935.52,179258485
7/26/2018,928.96,930.32,920.99,930.16,195482365
7/25/2018,936.57,938.33,927.58,927.58,232715087
7/24/2018,933.22,939.07,926.3,934.08,203903372
7/23/2018,931.52,949.14,930.25,936.74,208558830
7/20/2018,938.83,941.94,930.26,933.39,204001387
7/19/2018,942.39,947.07,939.58,943.97,199206168
7/18/2018,926.14,942.39,926.14,942.39,223941028
7/17/2018,905.32,921.27,902.02,921.27,155854801
7/16/2018,914.22,917.63,905.27,911.11,136241742
7/13/2018,904.8,912.53,899.94,909.72,140415005
7/12/2018,891.21,905.72,884.75,898.51,113779527
7/11/2018,898.08,900.16,885.09,893.16,158653973
7/10/2018,919.44,921.96,911.12,911.12,118443781
7/9/2018,922.72,929.5,915.12,915.12,119905476
7/6/2018,891.16,921.75,884.99,917.51,159155754
7/5/2018,914.48,921.85,892.67,899.4,142997397
7/4/2018,904.34,914.99,890.83,914.99,128079017
7/3/2018,945.87,946.16,906.01,906.01,180699556
7/2/2018,955.18,956.78,932.66,947.15,168207344
6/29/2018,955.64,962.93,950.48,960.78,146408183
6/28/2018,964.76,976.12,954.46,957.35,159068192
6/28/2018,964.76,976.12,954.46,957.35,159068192
6/27/2018,981.44,984.46,968.91,968.91,179449433
6/26/2018,977.78,983.78,970.75,983.02,165380268
6/25/2018,997.34,997.34,988.98,990.52,142086995
6/22/2018,963.89,983.57,959.91,983.17,132357403
6/21/2018,979.57,979.57,966.28,969.4,117050156
6/20/2018,957.37,980.95,955.61,980.95,154067059
6/19/2018,972.38,972.62,941.57,962.16,250987249
6/18/2018,1016.51,1018.98,986.88,987.34,181390161
6/15/2018,1012.71,1018.95,1006.75,1016.51,165427382
6/14/2018,1030.53,1033.46,1015.72,1015.72,166569362
6/13/2018,1017.93,1030.53,1017.93,1030.53,116055807
6/12/2018,1033.55,1033.55,1005.1,1020.76,212484046
6/11/2018,1033.55,1045.6,1029.19,1039.02,185544642
6/8/2018,1032.59,1039.07,1026.94,1039.01,148151481
6/7/2018,1038.93,1043.71,1030.79,1036.69,173150315
6/6/2018,1020.97,1034.5,1012.98,1034.5,162082726
6/5/2018,1013.59,1025.26,1011.59,1022.74,212463110
6/4/2018,994.48,1013.78,992.01,1013.78,166088548
6/1/2018,973.67,995.06,973.56,992.87,204094226
5/31/2018,947.96,975.51,945.29,971.25,182043639
5/30/2018,953.41,953.41,932.26,948.5,146253087
5/29/2018,925.89,958.96,916,952.18,183986992
5/28/2018,938.86,951.34,927.47,931.75,219284506
5/25/2018,981.47,987.56,963.9,963.9,150253905
5/24/2018,992.24,995.82,974.14,985.92,129286940
5/23/2018,974.8,995.25,965.92,988.94,182157073
5/22/2018,1006.18,1015.97,976.73,985.91,180486321
5/21/2018,1043.82,1043.82,1014.98,1014.98,123092311
5/18/2018,1033.33,1040.84,1013.57,1040.54,408221419
5/17/2018,1055.21,1057.84,1030.64,1030.64,129623675
5/16/2018,1073.5,1073.5,1052.18,1054.62,150045681
5/15/2018,1072.25,1084.2,1071.02,1073.5,158346706
5/14/2018,1051.69,1066.98,1042.31,1066.98,137941040
5/11/2018,1026.34,1044.85,1014.3,1044.85,134822176
5/10/2018,1058.22,1059.34,1025.75,1028.87,204943891
5/9/2018,1058.33,1069.8,1051.79,1056.97,161331147
5/8/2018,1061.12,1072.28,1057.24,1060.45,170064099
5/7/2018,1034.64,1062.26,1028.79,1062.26,155126464
5/4/2018,1032.12,1037.02,1022.1,1026.8,163073396
5/3/2018,1018.47,1027.38,1003.79,1026.46,203556877
5/2/2018,1053.26,1053.52,1024.75,1029.08,183262221
4/27/2018,1037.36,1054.94,1031.89,1050.26,191597755
4/26/2018,1082.52,1082.52,1039.35,1044.86,208475892
4/24/2018,1064.86,1084.89,1048.68,1080.74,186605894
4/23/2018,1124.33,1127.24,1076.78,1076.78,217966299
4/20/2018,1095.84,1119.86,1078.01,1119.86,214649004
4/19/2018,1137.99,1137.99,1094.63,1094.63,204014038
4/18/2018,1153.28,1160.32,1138.42,1138.53,172104954
4/17/2018,1149.02,1156.7,1139.33,1153.28,175758220
4/16/2018,1156.54,1159.45,1141.81,1148.49,196991115
4/13/2018,1178.57,1181.52,1153.93,1157.14,196127118
4/12/2018,1162.48,1173.02,1153.64,1173.02,179985791
4/11/2018,1201.51,1202.46,1167.11,1167.11,286075860
4/10/2018,1207.62,1211.34,1192.22,1198.12,286724942
4/9/2018,1202.44,1207.45,1197.44,1204.33,251450568
4/6/2018,1194.15,1202.59,1194.15,1199.96,252058302
4/5/2018,1197.76,1199.15,1186.75,1193.17,241192333
4/4/2018,1194.26,1200.71,1189.46,1191.54,238685333
4/3/2018,1197,1199.93,1185.83,1188.29,255243305
4/2/2018,1180.26,1196.61,1179.73,1196.61,245761399
3/30/2018,1169.29,1175.36,1158.49,1174.46,204895133
3/29/2018,1174.73,1176.45,1164.12,1167.03,185250625
3/28/2018,1168.87,1179.18,1165.71,1172.24,208549520
3/27/2018,1187.42,1187.42,1169.58,1171.73,237762326
3/26/2018,1150.51,1176.95,1150.51,1171.22,211695248
3/23/2018,1154.25,1157.2,1138.53,1153.59,261957626
3/22/2018,1175.22,1180.44,1169.48,1172.36,233321598
3/21/2018,1166.51,1172.31,1163.91,1169.36,237674937
3/20/2018,1154.48,1166.33,1154.48,1159.39,214037518
3/19/2018,1158.16,1165.63,1155.82,1159.22,272048094
3/16/2018,1144.54,1152.52,1140.56,1150.19,308616186
3/15/2018,1134.51,1140.74,1129.66,1138.76,232401726
3/14/2018,1135.99,1142.88,1134.55,1138.09,250548656
3/13/2018,1126.53,1133.31,1118.49,1133.31,233199290
3/12/2018,1135.37,1135.48,1123.98,1126.29,244680977
3/9/2018,1128.73,1135.02,1119.18,1123.41,217755718
3/8/2018,1112.24,1126.35,1111.76,1124.15,200917865
3/7/2018,1121.99,1126.67,1103.29,1112.26,279076144
3/6/2018,1093.48,1120.29,1091.67,1120.29,236332798
3/5/2018,1121.21,1132.69,1093.48,1093.48,277681399
3/2/2018,1103.16,1121.91,1103.16,1121.21,210069356
3/1/2018,1121.54,1129.3,1110.92,1115.79,227400150
2/28/2018,1110.3,1129.89,1109.89,1121.54,232585557
2/27/2018,1124.03,1124.03,1106.77,1119.61,196673471
2/26/2018,1115.9,1127.57,1114.06,1114.53,234110327
2/23/2018,1086.81,1102.85,1081.31,1102.85,189076046
2/22/2018,1087.15,1091.62,1074.27,1076.03,200364494
2/21/2018,1073.33,1092.65,1070.43,1087.15,177566756
2/13/2018,1053.31,1060.48,1052.86,1059.73,174286147
2/12/2018,1011.64,1041.79,1011.64,1041.79,171101897
2/9/2018,991.09,1003.94,973.78,1003.94,243233531
2/8/2018,1031.46,1039.61,1023.25,1023.25,181500401
2/7/2018,1040.53,1048.54,1034.13,1040.55,241183224
2/6/2018,1026.08,1026.08,983.06,1011.6,480707022
2/5/2018,1089.62,1090.88,1048.71,1048.71,282041443
2/2/2018,1098.66,1105.04,1091.06,1105.04,200308230
2/1/2018,1111.74,1111.74,1090.25,1099.67,269172880
1/31/2018,1112.23,1128.1,1104.98,1110.36,351213683
1/30/2018,1099.98,1110.56,1092.44,1110.56,335404926
1/29/2018,1121.78,1130.1,1109.8,1109.8,276731860
1/26/2018,1119.78,1123.83,1103.06,1115.64,292969503
1/25/2018,1098.44,1117.08,1098.44,1104.57,510920685
1/22/2018,1066.86,1088.05,1066.61,1087.42,266108654
1/19/2018,1054.33,1067.21,1053.37,1062.07,342466534
1/18/2018,1028.76,1050.25,1020.01,1050.25,281597889
1/17/2018,1061.98,1064.77,1034.69,1034.69,332610432
1/16/2018,1059.36,1065.39,1052.43,1062.96,340273365
1/15/2018,1049.91,1063.47,1043.15,1063.47,292708474
1/12/2018,1050.17,1057.88,1046.38,1050.11,351971363
1/11/2018,1037.03,1049.73,1031.13,1048.17,314652435
1/10/2018,1034.64,1045.63,1033.01,1038.11,375086613
1/9/2018,1027.14,1033.56,1017.86,1033.56,320377482
1/8/2018,1011.36,1022.9,1004.89,1022.9,268788910
1/5/2018,1020.34,1020.6,1010.65,1012.65,284030772
1/4/2018,1009.37,1019.75,1009,1019.75,252908620
1/3/2018,999.86,1010.21,998.41,1005.67,237295772
1/2/2018,986.05,996.18,984.34,995.77,186020388
12/29/2017,978.39,990.1,976.33,984.24,211111217
12/28/2017,970.63,978.65,967.73,976.72,160228618
12/27/2017,969.72,972.6,965.18,968.46,235825004
12/26/2017,960.32,965.93,957.24,965.93,186036686
12/25/2017,954.28,958.57,952.41,958.31,168438210
12/22/2017,947.54,952.7,945.18,952.32,197584277
12/21/2017,949.45,957.56,946.06,946.06,213618225
12/20/2017,945.12,958.82,945.12,953.51,220568085
